fieldsample_barcode,BioSample,project_id,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_col,library_conc,library_method,seq_id
MFD08785,SAMN39872845,P04_5,EXT-MJ233-A10,EXT-MJ233-A10,EXT00076,A,10,8.46,PowerSoil-Pro-HT,LIB-MJ250-A10,LIB00076,A,10,0.75,ILLUMINA-DNA-PREP.V2,LIB-MJ250-A10_04
MFD08786,SAMN39872846,P04_5,EXT-MJ234-G6,EXT-MJ234-G6,EXT00077,G,6,3.04,PowerSoil-Pro-HT,LIB-MJ251-G6,LIB00077,G,6,0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ251-G6_04
MFD08787,SAMN39872847,P04_5,EXT-MJ236-C5,EXT-MJ236-C5,EXT00079,C,5,11.85,PowerSoil-Pro-HT,LIB-MJ253-C5,LIB00079,C,5,0.42,ILLUMINA-DNA-PREP.V2,LIB-MJ253-C5_01
MFD08788,SAMN39872848,P04_5,EXT-MJ235-D4,EXT-MJ235-D4,EXT00078,D,4,6.95,PowerSoil-Pro-HT,LIB-MJ252-D4,LIB00078,D,4,0.19,ILLUMINA-DNA-PREP.V2,LIB-MJ252-D4_02
MFD08789,SAMN39872849,P04_5,EXT-MJ233-B1,EXT-MJ233-B1,EXT00076,B,1,13.8,PowerSoil-Pro-HT,LIB-MJ250-B1,LIB00076,B,1,0.64,ILLUMINA-DNA-PREP.V2,LIB-MJ250-B1_04
MFD08790,SAMN39872850,P04_5,EXT-MJ233-H4,EXT-MJ233-H4,EXT00076,H,4,10.95,PowerSoil-Pro-HT,LIB-MJ250-H4,LIB00076,H,4,0.88,ILLUMINA-DNA-PREP.V2,LIB-MJ250-H4_04
MFD08791,SAMN39872851,P04_5,EXT-MJ236-B9,EXT-MJ236-B9,EXT00079,B,9,17.09,PowerSoil-Pro-HT,LIB-MJ253-B9,LIB00079,B,9,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ253-B9_01
MFD08792,SAMN39872852,P04_5,EXT-MJ235-H9,EXT-MJ235-H9,EXT00078,H,9,8.69,PowerSoil-Pro-HT,LIB-MJ252-H9,LIB00078,H,9,0.41,ILLUMINA-DNA-PREP.V2,LIB-MJ252-H9_02
MFD08793,SAMN39872853,P04_5,EXT-MJ236-G8,EXT-MJ236-G8,EXT00079,G,8,1.32,PowerSoil-Pro-HT,LIB-MJ253-G8,LIB00079,G,8,0.44,ILLUMINA-DNA-PREP.V2,LIB-MJ253-G8_01
MFD08794,SAMN39872854,P04_5,EXT-MJ265-E5,EXT-MJ265-E5,EXT00091,E,5,0.45,PowerSoil-Pro-HT,LIB-MJ280-E5,LIB00091,E,5,2.56,ILLUMINA-DNA-PREP.V2,LIB-MJ280-E5_02
MFD08795,SAMN39872855,P04_5,EXT-MJ266-F7,EXT-MJ266-F7,EXT00092,F,7,8.82,PowerSoil-Pro-HT,LIB-MJ281-F7,LIB00092,F,7,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ281-F7_01
MFD08796,SAMN39872856,P04_5,EXT-MJ265-A9,EXT-MJ265-A9,EXT00091,A,9,16.12,PowerSoil-Pro-HT,LIB-MJ280-A9,LIB00091,A,9,0.46,ILLUMINA-DNA-PREP.V2,LIB-MJ280-A9_02
MFD08797,SAMN39872857,P04_5,EXT-MJ265-H11,EXT-MJ265-H11,EXT00091,H,11,12.69,PowerSoil-Pro-HT,LIB-MJ280-H11,LIB00091,H,11,0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ280-H11_02
MFD08797,SAMN39872857,P04_5,EXT-MJ399-B10,EXT-MJ265-H11,REPREP9,B,10,11.41,PowerSoil-Pro-HT,LIB-MJ410-B10,REPREP9,B,10,0.32,ILLUMINA-DNA-PREP.V2,LIB-MJ410-B10_02
MFD08798,SAMN39872858,P04_5,EXT-MJ265-F7,EXT-MJ265-F7,EXT00091,F,7,13.99,PowerSoil-Pro-HT,LIB-MJ280-F7,LIB00091,F,7,1.4,ILLUMINA-DNA-PREP.V2,LIB-MJ280-F7_02
MFD08799,SAMN39872859,P04_5,EXT-MJ265-A1,EXT-MJ265-A1,EXT00091,A,1,7.25,PowerSoil-Pro-HT,LIB-MJ280-A1,LIB00091,A,1,0.05,ILLUMINA-DNA-PREP.V2,LIB-MJ280-A1_02
MFD08799,SAMN39872859,P04_5,EXT-MJ399-F9,EXT-MJ265-A1,REPREP9,F,9,6.63,PowerSoil-Pro-HT,LIB-MJ410-F9,REPREP9,F,9,0.34,ILLUMINA-DNA-PREP.V2,LIB-MJ410-F9_02
MFD08800,SAMN39872860,P04_5,EXT-MJ265-D7,EXT-MJ265-D7,EXT00091,D,7,32.39,PowerSoil-Pro-HT,LIB-MJ280-D7,LIB00091,D,7,1.18,ILLUMINA-DNA-PREP.V2,LIB-MJ280-D7_02
MFD08801,SAMN39872861,P04_5,EXT-MJ265-H1,EXT-MJ265-H1,EXT00091,H,1,13.94,PowerSoil-Pro-HT,LIB-MJ280-H1,LIB00091,H,1,0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ280-H1_02
MFD08801,SAMN39872861,P04_5,EXT-MJ399-G9,EXT-MJ265-H1,REPREP9,G,9,13.67,PowerSoil-Pro-HT,LIB-MJ410-G9,REPREP9,G,9,0.43,ILLUMINA-DNA-PREP.V2,LIB-MJ410-G9_02
MFD08802,SAMN39872862,P04_5,EXT-MJ266-A10,EXT-MJ266-A10,EXT00092,A,10,7.76,PowerSoil-Pro-HT,LIB-MJ281-A10,LIB00092,A,10,0.7,ILLUMINA-DNA-PREP.V2,LIB-MJ281-A10_01
MFD08803,SAMN39872863,P04_5,EXT-MJ266-F5,EXT-MJ266-F5,EXT00092,F,5,6.37,PowerSoil-Pro-HT,LIB-MJ281-F5,LIB00092,F,5,0.73,ILLUMINA-DNA-PREP.V2,LIB-MJ281-F5_01
MFD08804,SAMN39872864,P04_5,EXT-MJ265-E8,EXT-MJ265-E8,EXT00091,E,8,9.48,PowerSoil-Pro-HT,LIB-MJ280-E8,LIB00091,E,8,1.11,ILLUMINA-DNA-PREP.V2,LIB-MJ280-E8_02
MFD08805,SAMN39872865,P04_5,EXT-MJ266-F1,EXT-MJ266-F1,EXT00092,F,1,15.59,PowerSoil-Pro-HT,LIB-MJ281-F1,LIB00092,F,1,0.59,ILLUMINA-DNA-PREP.V2,LIB-MJ281-F1_01
MFD08806,SAMN39872866,P04_5,EXT-MJ235-F11,EXT-MJ235-F11,EXT00078,F,11,2.77,PowerSoil-Pro-HT,LIB-MJ252-F11,LIB00078,F,11,0.15,ILLUMINA-DNA-PREP.V2,LIB-MJ252-F11_02
MFD08807,SAMN39872867,P04_5,EXT-MJ235-H1,EXT-MJ235-H1,EXT00078,H,1,6.23,PowerSoil-Pro-HT,LIB-MJ252-H1,LIB00078,H,1,0,ILLUMINA-DNA-PREP.V2,LIB-MJ252-H1_02
MFD08807,SAMN39872867,P04_5,EXT-MJ400-F6,EXT-MJ235-H1,REPREP10,F,6,7.26,PowerSoil-Pro-HT,LIB-MJ411-F6,REPREP10,F,6,0.08,ILLUMINA-DNA-PREP.V2,LIB-MJ411-F6_02
MFD08808,SAMN39872868,P04_5,EXT-MJ236-H1,EXT-MJ236-H1,EXT00079,H,1,2.43,PowerSoil-Pro-HT,LIB-MJ253-H1,LIB00079,H,1,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ253-H1_01
MFD08808,SAMN39872868,P04_5,EXT-MJ393-C6,EXT-MJ236-H1,REPREP3,C,6,2.62,PowerSoil-Pro-HT,LIB-MJ404-C6,REPREP3,C,6,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ404-C6_03
MFD08809,SAMN39872869,P04_5,EXT-MJ234-D10,EXT-MJ234-D10,EXT00077,D,10,3.46,PowerSoil-Pro-HT,LIB-MJ251-D10,LIB00077,D,10,0.54,ILLUMINA-DNA-PREP.V2,LIB-MJ251-D10_04
MFD08810,SAMN39872870,P04_5,EXT-MJ235-D9,EXT-MJ235-D9,EXT00078,D,9,27.1,PowerSoil-Pro-HT,LIB-MJ252-D9,LIB00078,D,9,0.76,ILLUMINA-DNA-PREP.V2,LIB-MJ252-D9_02
MFD08811,SAMN39872871,P04_5,EXT-MJ235-C11,EXT-MJ235-C11,EXT00078,C,11,12.37,PowerSoil-Pro-HT,LIB-MJ252-C11,LIB00078,C,11,0.24,ILLUMINA-DNA-PREP.V2,LIB-MJ252-C11_02
MFD08812,SAMN39872872,P04_5,EXT-MJ236-A11,EXT-MJ236-A11,EXT00079,A,11,10.01,PowerSoil-Pro-HT,LIB-MJ253-A11,LIB00079,A,11,0.18,ILLUMINA-DNA-PREP.V2,LIB-MJ253-A11_01
MFD08813,SAMN39872873,P04_5,EXT-MJ234-F4,EXT-MJ234-F4,EXT00077,F,4,5.38,PowerSoil-Pro-HT,LIB-MJ251-F4,LIB00077,F,4,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ251-F4_04
MFD08814,SAMN39872874,P04_5,EXT-MJ234-B12,EXT-MJ234-B12,EXT00077,B,12,7.23,PowerSoil-Pro-HT,LIB-MJ251-B12,LIB00077,B,12,0.05,ILLUMINA-DNA-PREP.V2,LIB-MJ251-B12_04
MFD08815,SAMN39872875,P04_5,EXT-MJ236-G2,EXT-MJ236-G2,EXT00079,G,2,3.91,PowerSoil-Pro-HT,LIB-MJ253-G2,LIB00079,G,2,0.26,ILLUMINA-DNA-PREP.V2,LIB-MJ253-G2_01
MFD08816,SAMN39872876,P04_5,EXT-MJ233-C1,EXT-MJ233-C1,EXT00076,C,1,6.13,PowerSoil-Pro-HT,LIB-MJ250-C1,LIB00076,C,1,0.87,ILLUMINA-DNA-PREP.V2,LIB-MJ250-C1_04
MFD08817,SAMN39872877,P04_5,EXT-MJ236-F9,EXT-MJ236-F9,EXT00079,F,9,2.64,PowerSoil-Pro-HT,LIB-MJ253-F9,LIB00079,F,9,0.24,ILLUMINA-DNA-PREP.V2,LIB-MJ253-F9_01
MFD08818,SAMN39872878,P04_5,EXT-MJ234-H8,EXT-MJ234-H8,EXT00077,H,8,9.59,PowerSoil-Pro-HT,LIB-MJ251-H8,LIB00077,H,8,0.33,ILLUMINA-DNA-PREP.V2,LIB-MJ251-H8_04
MFD08819,SAMN39872879,P04_5,EXT-MJ234-H10,EXT-MJ234-H10,EXT00077,H,10,2.86,PowerSoil-Pro-HT,LIB-MJ251-H10,LIB00077,H,10,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ251-H10_04
MFD08820,SAMN39872880,P04_5,EXT-MJ234-G9,EXT-MJ234-G9,EXT00077,G,9,9.19,PowerSoil-Pro-HT,LIB-MJ251-G9,LIB00077,G,9,0.21,ILLUMINA-DNA-PREP.V2,LIB-MJ251-G9_04
MFD08821,SAMN39872881,P04_5,EXT-MJ236-B6,EXT-MJ236-B6,EXT00079,B,6,5.88,PowerSoil-Pro-HT,LIB-MJ253-B6,LIB00079,B,6,0.33,ILLUMINA-DNA-PREP.V2,LIB-MJ253-B6_01
MFD08822,SAMN39872882,P04_5,EXT-MJ264-H9,EXT-MJ264-H9,EXT00090,H,9,7.06,PowerSoil-Pro-HT,LIB-MJ279-H9,LIB00090,H,9,0.53,ILLUMINA-DNA-PREP.V2,LIB-MJ279-H9_02
MFD08823,SAMN39872883,P04_5,EXT-MJ265-G3,EXT-MJ265-G3,EXT00091,G,3,12.4,PowerSoil-Pro-HT,LIB-MJ280-G3,LIB00091,G,3,1.07,ILLUMINA-DNA-PREP.V2,LIB-MJ280-G3_02
MFD08824,SAMN39872884,P04_5,EXT-MJ264-H2,EXT-MJ264-H2,EXT00090,H,2,7.51,PowerSoil-Pro-HT,LIB-MJ279-H2,LIB00090,H,2,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ279-H2_02
MFD08825,SAMN39872885,P04_5,EXT-MJ235-B3,EXT-MJ235-B3,EXT00078,B,3,9.27,PowerSoil-Pro-HT,LIB-MJ252-B3,LIB00078,B,3,0.24,ILLUMINA-DNA-PREP.V2,LIB-MJ252-B3_02
MFD08826,SAMN39872886,P04_5,EXT-MJ234-F5,EXT-MJ234-F5,EXT00077,F,5,7.97,PowerSoil-Pro-HT,LIB-MJ251-F5,LIB00077,F,5,0.33,ILLUMINA-DNA-PREP.V2,LIB-MJ251-F5_04
MFD08827,SAMN39872887,P04_5,EXT-MJ235-B4,EXT-MJ235-B4,EXT00078,B,4,4.84,PowerSoil-Pro-HT,LIB-MJ252-B4,LIB00078,B,4,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ252-B4_02
MFD08828,SAMN39872888,P04_5,EXT-MJ233-E6,EXT-MJ233-E6,EXT00076,E,6,10.79,PowerSoil-Pro-HT,LIB-MJ250-E6,LIB00076,E,6,1,ILLUMINA-DNA-PREP.V2,LIB-MJ250-E6_04
MFD08829,SAMN39872889,P04_5,EXT-MJ236-H9,EXT-MJ236-H9,EXT00079,H,9,4.99,PowerSoil-Pro-HT,LIB-MJ253-H9,LIB00079,H,9,0.17,ILLUMINA-DNA-PREP.V2,LIB-MJ253-H9_01
MFD08830,SAMN39872890,P04_5,EXT-MJ233-D9,EXT-MJ233-D9,EXT00076,D,9,11.28,PowerSoil-Pro-HT,LIB-MJ250-D9,LIB00076,D,9,0.82,ILLUMINA-DNA-PREP.V2,LIB-MJ250-D9_04
MFD08831,SAMN39872891,P04_5,EXT-MJ236-F7,EXT-MJ236-F7,EXT00079,F,7,4.53,PowerSoil-Pro-HT,LIB-MJ253-F7,LIB00079,F,7,0.2,ILLUMINA-DNA-PREP.V2,LIB-MJ253-F7_01
MFD08832,SAMN39872892,P04_5,EXT-MJ235-H7,EXT-MJ235-H7,EXT00078,H,7,13.42,PowerSoil-Pro-HT,LIB-MJ252-H7,LIB00078,H,7,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ252-H7_02
MFD08833,SAMN39872893,P04_5,EXT-MJ233-A11,EXT-MJ233-A11,EXT00076,A,11,14.58,PowerSoil-Pro-HT,LIB-MJ250-A11,LIB00076,A,11,0.58,ILLUMINA-DNA-PREP.V2,LIB-MJ250-A11_04
MFD08834,SAMN39872894,P04_5,EXT-MJ234-C8,EXT-MJ234-C8,EXT00077,C,8,14.12,PowerSoil-Pro-HT,LIB-MJ251-C8,LIB00077,C,8,0.42,ILLUMINA-DNA-PREP.V2,LIB-MJ251-C8_04
MFD08835,SAMN39872895,P04_5,EXT-MJ235-D7,EXT-MJ235-D7,EXT00078,D,7,10.52,PowerSoil-Pro-HT,LIB-MJ252-D7,LIB00078,D,7,0.3,ILLUMINA-DNA-PREP.V2,LIB-MJ252-D7_02
MFD08836,SAMN39872896,P04_5,EXT-MJ236-G10,EXT-MJ236-G10,EXT00079,G,10,4.55,PowerSoil-Pro-HT,LIB-MJ253-G10,LIB00079,G,10,0.28,ILLUMINA-DNA-PREP.V2,LIB-MJ253-G10_01
MFD08837,SAMN39872897,P04_5,EXT-MJ235-A2,EXT-MJ235-A2,EXT00078,A,2,14.51,PowerSoil-Pro-HT,LIB-MJ252-A2,LIB00078,A,2,0.15,ILLUMINA-DNA-PREP.V2,LIB-MJ252-A2_02
MFD08838,SAMN39872898,P04_5,EXT-MJ236-D7,EXT-MJ236-D7,EXT00079,D,7,5.88,PowerSoil-Pro-HT,LIB-MJ253-D7,LIB00079,D,7,0.42,ILLUMINA-DNA-PREP.V2,LIB-MJ253-D7_01
MFD08839,SAMN39872899,P04_5,EXT-MJ233-D11,EXT-MJ233-D11,EXT00076,D,11,11.95,PowerSoil-Pro-HT,LIB-MJ250-D11,LIB00076,D,11,0.73,ILLUMINA-DNA-PREP.V2,LIB-MJ250-D11_04
MFD08840,SAMN39872900,P04_5,EXT-MJ235-C2,EXT-MJ235-C2,EXT00078,C,2,9.29,PowerSoil-Pro-HT,LIB-MJ252-C2,LIB00078,C,2,0.29,ILLUMINA-DNA-PREP.V2,LIB-MJ252-C2_02
MFD08841,SAMN39872901,P04_5,EXT-MJ233-C4,EXT-MJ233-C4,EXT00076,C,4,8.02,PowerSoil-Pro-HT,LIB-MJ250-C4,LIB00076,C,4,0.63,ILLUMINA-DNA-PREP.V2,LIB-MJ250-C4_04
MFD08842,SAMN39872902,P04_5,EXT-MJ235-E3,EXT-MJ235-E3,EXT00078,E,3,16.25,PowerSoil-Pro-HT,LIB-MJ252-E3,LIB00078,E,3,0.33,ILLUMINA-DNA-PREP.V2,LIB-MJ252-E3_02
MFD08843,SAMN39872903,P04_5,EXT-MJ233-F8,EXT-MJ233-F8,EXT00076,F,8,15.12,PowerSoil-Pro-HT,LIB-MJ250-F8,LIB00076,F,8,1.31,ILLUMINA-DNA-PREP.V2,LIB-MJ250-F8_04
MFD08844,SAMN39872904,P04_5,EXT-MJ233-A8,EXT-MJ233-A8,EXT00076,A,8,29.12,PowerSoil-Pro-HT,LIB-MJ250-A8,LIB00076,A,8,0.91,ILLUMINA-DNA-PREP.V2,LIB-MJ250-A8_04
MFD08845,SAMN39872905,P04_5,EXT-MJ233-G6,EXT-MJ233-G6,EXT00076,G,6,22.67,PowerSoil-Pro-HT,LIB-MJ250-G6,LIB00076,G,6,1.62,ILLUMINA-DNA-PREP.V2,LIB-MJ250-G6_04
MFD08846,SAMN39872906,P04_5,EXT-MJ234-E11,EXT-MJ234-E11,EXT00077,E,11,9.82,PowerSoil-Pro-HT,LIB-MJ251-E11,LIB00077,E,11,0.32,ILLUMINA-DNA-PREP.V2,LIB-MJ251-E11_04
MFD08847,SAMN39872907,P04_5,EXT-MJ233-B10,EXT-MJ233-B10,EXT00076,B,10,25.74,PowerSoil-Pro-HT,LIB-MJ250-B10,LIB00076,B,10,0.88,ILLUMINA-DNA-PREP.V2,LIB-MJ250-B10_04
MFD08848,SAMN39872908,P04_5,EXT-MJ233-A4,EXT-MJ233-A4,EXT00076,A,4,13.32,PowerSoil-Pro-HT,LIB-MJ250-A4,LIB00076,A,4,0.4,ILLUMINA-DNA-PREP.V2,LIB-MJ250-A4_04
MFD08849,SAMN39872909,P04_5,EXT-MJ234-D8,EXT-MJ234-D8,EXT00077,D,8,10.42,PowerSoil-Pro-HT,LIB-MJ251-D8,LIB00077,D,8,0.48,ILLUMINA-DNA-PREP.V2,LIB-MJ251-D8_04
MFD08850,SAMN39872910,P04_5,EXT-MJ233-B11,EXT-MJ233-B11,EXT00076,B,11,13.7,PowerSoil-Pro-HT,LIB-MJ250-B11,LIB00076,B,11,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ250-B11_04
MFD08851,SAMN39872911,P04_5,EXT-MJ234-D4,EXT-MJ234-D4,EXT00077,D,4,6.62,PowerSoil-Pro-HT,LIB-MJ251-D4,LIB00077,D,4,0.3,ILLUMINA-DNA-PREP.V2,LIB-MJ251-D4_04
MFD08852,SAMN39872912,P04_5,EXT-MJ234-E1,EXT-MJ234-E1,EXT00077,E,1,10.74,PowerSoil-Pro-HT,LIB-MJ251-E1,LIB00077,E,1,0.13,ILLUMINA-DNA-PREP.V2,LIB-MJ251-E1_04
MFD08853,SAMN39872913,P04_5,EXT-MJ235-G6,EXT-MJ235-G6,EXT00078,G,6,8.25,PowerSoil-Pro-HT,LIB-MJ252-G6,LIB00078,G,6,0.38,ILLUMINA-DNA-PREP.V2,LIB-MJ252-G6_02
MFD08854,SAMN39872914,P04_5,EXT-MJ234-G1,EXT-MJ234-G1,EXT00077,G,1,10.36,PowerSoil-Pro-HT,LIB-MJ251-G1,LIB00077,G,1,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ251-G1_04
MFD08854,SAMN39872914,P04_5,EXT-MJ398-H7,EXT-MJ234-G1,REPREP8,H,7,7.53,PowerSoil-Pro-HT,LIB-MJ409-H7,REPREP8,H,7,0.41,ILLUMINA-DNA-PREP.V2,LIB-MJ409-H7_01
MFD08855,SAMN39872915,P04_5,EXT-MJ234-D9,EXT-MJ234-D9,EXT00077,D,9,6.63,PowerSoil-Pro-HT,LIB-MJ251-D9,LIB00077,D,9,0.41,ILLUMINA-DNA-PREP.V2,LIB-MJ251-D9_04
MFD08856,SAMN39872916,P04_5,EXT-MJ235-B1,EXT-MJ235-B1,EXT00078,B,1,13.1,PowerSoil-Pro-HT,LIB-MJ252-B1,LIB00078,B,1,0,ILLUMINA-DNA-PREP.V2,LIB-MJ252-B1_02
MFD08857,SAMN39872917,P04_5,EXT-MJ235-A8,EXT-MJ235-A8,EXT00078,A,8,11.53,PowerSoil-Pro-HT,LIB-MJ252-A8,LIB00078,A,8,0.18,ILLUMINA-DNA-PREP.V2,LIB-MJ252-A8_02
MFD08858,SAMN39872918,P04_5,EXT-MJ233-F9,EXT-MJ233-F9,EXT00076,F,9,9.1,PowerSoil-Pro-HT,LIB-MJ250-F9,LIB00076,F,9,1.08,ILLUMINA-DNA-PREP.V2,LIB-MJ250-F9_04
MFD08859,SAMN39872919,P04_5,EXT-MJ236-B2,EXT-MJ236-B2,EXT00079,B,2,22.98,PowerSoil-Pro-HT,LIB-MJ253-B2,LIB00079,B,2,0.58,ILLUMINA-DNA-PREP.V2,LIB-MJ253-B2_01
MFD08860,SAMN39872920,P04_5,EXT-MJ233-A12,EXT-MJ233-A12,EXT00076,A,12,9.23,PowerSoil-Pro-HT,LIB-MJ250-A12,LIB00076,A,12,0.36,ILLUMINA-DNA-PREP.V2,LIB-MJ250-A12_04
MFD08861,SAMN39872921,P04_5,EXT-MJ233-E11,EXT-MJ233-E11,EXT00076,E,11,13.57,PowerSoil-Pro-HT,LIB-MJ250-E11,LIB00076,E,11,1.14,ILLUMINA-DNA-PREP.V2,LIB-MJ250-E11_04
MFD08862,SAMN39872922,P04_5,EXT-MJ233-D6,EXT-MJ233-D6,EXT00076,D,6,6.33,PowerSoil-Pro-HT,LIB-MJ250-D6,LIB00076,D,6,1.25,ILLUMINA-DNA-PREP.V2,LIB-MJ250-D6_04
MFD08863,SAMN39872923,P04_5,EXT-MJ234-F7,EXT-MJ234-F7,EXT00077,F,7,2.94,PowerSoil-Pro-HT,LIB-MJ251-F7,LIB00077,F,7,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ251-F7_04
MFD08864,SAMN39872924,P04_5,EXT-MJ235-E5,EXT-MJ235-E5,EXT00078,E,5,5.07,PowerSoil-Pro-HT,LIB-MJ252-E5,LIB00078,E,5,0.28,ILLUMINA-DNA-PREP.V2,LIB-MJ252-E5_02
MFD08865,SAMN39872925,P04_5,EXT-MJ234-A5,EXT-MJ234-A5,EXT00077,A,5,5.96,PowerSoil-Pro-HT,LIB-MJ251-A5,LIB00077,A,5,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ251-A5_04
MFD08866,SAMN39872926,P04_5,EXT-MJ233-A1,EXT-MJ233-A1,EXT00076,A,1,15.7,PowerSoil-Pro-HT,LIB-MJ250-A1,LIB00076,A,1,0.81,ILLUMINA-DNA-PREP.V2,LIB-MJ250-A1_04
MFD08867,SAMN39872927,P04_5,EXT-MJ234-G4,EXT-MJ234-G4,EXT00077,G,4,8.27,PowerSoil-Pro-HT,LIB-MJ251-G4,LIB00077,G,4,0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ251-G4_04
MFD08868,SAMN39872928,P04_5,EXT-MJ235-B5,EXT-MJ235-B5,EXT00078,B,5,11.63,PowerSoil-Pro-HT,LIB-MJ252-B5,LIB00078,B,5,0.15,ILLUMINA-DNA-PREP.V2,LIB-MJ252-B5_02
MFD08869,SAMN39872929,P04_5,EXT-MJ233-F1,EXT-MJ233-F1,EXT00076,F,1,14.72,PowerSoil-Pro-HT,LIB-MJ250-F1,LIB00076,F,1,1.04,ILLUMINA-DNA-PREP.V2,LIB-MJ250-F1_04
MFD08870,SAMN39872930,P04_5,EXT-MJ233-A7,EXT-MJ233-A7,EXT00076,A,7,15.56,PowerSoil-Pro-HT,LIB-MJ250-A7,LIB00076,A,7,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ250-A7_04
MFD08871,SAMN39872931,P04_5,EXT-MJ236-E8,EXT-MJ236-E8,EXT00079,E,8,2.09,PowerSoil-Pro-HT,LIB-MJ253-E8,LIB00079,E,8,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ253-E8_01
MFD08872,SAMN39872932,P04_5,EXT-MJ246-D9,EXT-MJ246-D9,EXT00087,D,9,4.94,PowerSoil-Pro-HT,LIB-MJ261-D9,LIB00087,D,9,0.15,ILLUMINA-DNA-PREP.V2,LIB-MJ261-D9_01
MFD08873,SAMN39872933,P04_5,EXT-MJ247-H2,EXT-MJ247-H2,EXT00088,H,2,14.81,PowerSoil-Pro-HT,LIB-MJ262-H2,LIB00088,H,2,0.16,ILLUMINA-DNA-PREP.V2,LIB-MJ262-H2_03
MFD08874,SAMN39872934,P04_5,EXT-MJ247-E10,EXT-MJ247-E10,EXT00088,E,10,1.34,PowerSoil-Pro-HT,LIB-MJ262-E10,LIB00088,E,10,0.52,ILLUMINA-DNA-PREP.V2,LIB-MJ262-E10_03
MFD08875,SAMN39872935,P04_5,EXT-MJ246-B7,EXT-MJ246-B7,EXT00087,B,7,8.17,PowerSoil-Pro-HT,LIB-MJ261-B7,LIB00087,B,7,0.16,ILLUMINA-DNA-PREP.V2,LIB-MJ261-B7_01
MFD08876,SAMN39872936,P04_5,EXT-MJ245-D1,EXT-MJ245-D1,EXT00086,D,1,6.4,PowerSoil-Pro-HT,LIB-MJ260-D1,LIB00086,D,1,0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ260-D1_01
MFD08877,SAMN39872937,P04_5,EXT-MJ247-E3,EXT-MJ247-E3,EXT00088,E,3,3.46,PowerSoil-Pro-HT,LIB-MJ262-E3,LIB00088,E,3,0.39,ILLUMINA-DNA-PREP.V2,LIB-MJ262-E3_03
MFD08878,SAMN39872938,P04_5,EXT-MJ248-H5,EXT-MJ248-H5,EXT00089,H,5,7.82,PowerSoil-Pro-HT,LIB-MJ263-H5,LIB00089,H,5,0.38,ILLUMINA-DNA-PREP.V2,LIB-MJ263-H5_04
MFD08879,SAMN39872939,P04_5,EXT-MJ248-G6,EXT-MJ248-G6,EXT00089,G,6,6.81,PowerSoil-Pro-HT,LIB-MJ263-G6,LIB00089,G,6,0.47,ILLUMINA-DNA-PREP.V2,LIB-MJ263-G6_04
MFD08880,SAMN39872940,P04_5,EXT-MJ245-B12,EXT-MJ245-B12,EXT00086,B,12,11.37,PowerSoil-Pro-HT,LIB-MJ260-B12,LIB00086,B,12,0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ260-B12_01
MFD08881,SAMN39872941,P04_5,EXT-MJ247-G3,EXT-MJ247-G3,EXT00088,G,3,2.67,PowerSoil-Pro-HT,LIB-MJ262-G3,LIB00088,G,3,0.32,ILLUMINA-DNA-PREP.V2,LIB-MJ262-G3_03
MFD08882,SAMN39872942,P04_5,EXT-MJ242-G8,EXT-MJ242-G8,EXT00085,G,8,3.69,PowerSoil-Pro-HT,LIB-MJ259-G8,LIB00085,G,8,0.49,ILLUMINA-DNA-PREP.V2,LIB-MJ259-G8_04
MFD08883,SAMN39872943,P04_5,EXT-MJ237-G1,EXT-MJ237-G1,EXT00080,G,1,7.14,PowerSoil-Pro-HT,LIB-MJ254-G1,LIB00080,G,1,0.13,ILLUMINA-DNA-PREP.V2,LIB-MJ254-G1_02
MFD08884,SAMN39872944,P04_5,EXT-MJ240-B8,EXT-MJ240-B8,EXT00083,B,8,7.5,PowerSoil-Pro-HT,LIB-MJ306-B8,LIB00083,B,8,0.38812,ILLUMINA-DNA-PREP.V2,LIB-MJ306-B8_01
