fieldsample_barcode,BioSample,project_id,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_col,library_conc,library_method,seq_id
MFD04158,SAMN39868516,P04_3,EXT-MJ086-B12,EXT-MJ086-B12,EXT00012,B,12,1.47,PowerSoil-Pro-HT,LIB-MJ093-B12,LIB00012,B,12,0.73,ILLUMINA-DNA-PREP.V2,LIB-MJ093-B12_02
MFD04159,SAMN39868517,P04_3,EXT-MJ083-E1,EXT-MJ083-E1,EXT00009,E,1,15.87,PowerSoil-Pro-HT,LIB-MJ090-E1,LIB00009,E,1,1.16,ILLUMINA-DNA-PREP.V2,LIB-MJ090-E1_04
MFD04160,SAMN39868518,P04_3,EXT-MJ081-A5,EXT-MJ081-A5,EXT00007,A,5,1.64,PowerSoil-Pro-HT,LIB-MJ088-A5,LIB00007,A,5,0.42,ILLUMINA-DNA-PREP.V2,LIB-MJ088-A5_04
MFD04161,SAMN39868519,P04_3,EXT-MJ081-E4,EXT-MJ081-E4,EXT00007,E,4,1.43,PowerSoil-Pro-HT,LIB-MJ088-E4,LIB00007,E,4,0.78,ILLUMINA-DNA-PREP.V2,LIB-MJ088-E4_04
MFD04162,SAMN39868520,P04_3,EXT-MJ085-A6,EXT-MJ085-A6,EXT00011,A,6,17.08,PowerSoil-Pro-HT,LIB-MJ092-A6,LIB00011,A,6,1.31,ILLUMINA-DNA-PREP.V2,LIB-MJ092-A6_01
MFD04163,SAMN39868521,P04_3,EXT-MJ086-A6,EXT-MJ086-A6,EXT00012,A,6,7.95,PowerSoil-Pro-HT,LIB-MJ093-A6,LIB00012,A,6,0.45,ILLUMINA-DNA-PREP.V2,LIB-MJ093-A6_02
MFD04164,SAMN39868522,P04_3,EXT-MJ086-D6,EXT-MJ086-D6,EXT00012,D,6,8.76,PowerSoil-Pro-HT,LIB-MJ093-D6,LIB00012,D,6,1.72,ILLUMINA-DNA-PREP.V2,LIB-MJ093-D6_02
MFD04165,SAMN39868523,P04_3,EXT-MJ082-B8,EXT-MJ082-B8,EXT00008,B,8,4.16,PowerSoil-Pro-HT,LIB-MJ089-B8,LIB00008,B,8,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ089-B8_02
MFD04166,SAMN39868524,P04_3,EXT-MJ081-B8,EXT-MJ081-B8,EXT00007,B,8,23.77,PowerSoil-Pro-HT,LIB-MJ088-B8,LIB00007,B,8,1.26,ILLUMINA-DNA-PREP.V2,LIB-MJ088-B8_04
MFD04167,SAMN39868525,P04_3,EXT-MJ081-A11,EXT-MJ081-A11,EXT00007,A,11,4.55,PowerSoil-Pro-HT,LIB-MJ088-A11,LIB00007,A,11,0.9,ILLUMINA-DNA-PREP.V2,LIB-MJ088-A11_04
MFD04168,SAMN39868526,P04_3,EXT-MJ085-C8,EXT-MJ085-C8,EXT00011,C,8,18.56,PowerSoil-Pro-HT,LIB-MJ092-C8,LIB00011,C,8,1.51,ILLUMINA-DNA-PREP.V2,LIB-MJ092-C8_01
MFD04169,SAMN39868527,P04_3,EXT-MJ082-B11,EXT-MJ082-B11,EXT00008,B,11,8.1,PowerSoil-Pro-HT,LIB-MJ089-B11,LIB00008,B,11,0.38,ILLUMINA-DNA-PREP.V2,LIB-MJ089-B11_02
MFD04170,SAMN39868528,P04_3,EXT-MJ086-E2,EXT-MJ086-E2,EXT00012,E,2,4.67,PowerSoil-Pro-HT,LIB-MJ093-E2,LIB00012,E,2,0.95,ILLUMINA-DNA-PREP.V2,LIB-MJ093-E2_02
MFD04171,SAMN39868529,P04_3,EXT-MJ083-H5,EXT-MJ083-H5,EXT00009,H,5,6.66,PowerSoil-Pro-HT,LIB-MJ090-H5,LIB00009,H,5,0.18,ILLUMINA-DNA-PREP.V2,LIB-MJ090-H5_04
MFD04172,SAMN39868530,P04_3,EXT-MJ081-H1,EXT-MJ081-H1,EXT00007,H,1,1.82,PowerSoil-Pro-HT,LIB-MJ088-H1,LIB00007,H,1,0.63,ILLUMINA-DNA-PREP.V2,LIB-MJ088-H1_04
MFD04173,SAMN39868531,P04_3,EXT-MJ085-E10,EXT-MJ085-E10,EXT00011,E,10,22.58,PowerSoil-Pro-HT,LIB-MJ092-E10,LIB00011,E,10,1.58,ILLUMINA-DNA-PREP.V2,LIB-MJ092-E10_01
MFD04174,SAMN39868532,P04_3,EXT-MJ083-G10,EXT-MJ083-G10,EXT00009,G,10,15.15,PowerSoil-Pro-HT,LIB-MJ090-G10,LIB00009,G,10,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ090-G10_04
MFD04174,SAMN39868532,P04_3,EXT-MJ393-A9,EXT-MJ083-G10,REPREP3,A,9,24.1,PowerSoil-Pro-HT,LIB-MJ404-A9,REPREP3,A,9,0.52,ILLUMINA-DNA-PREP.V2,LIB-MJ404-A9_03
MFD04175,SAMN39868533,P08_1,EXT-MJ240-B7,EXT-MJ240-B7,EXT00083,B,7,13.49,PowerSoil-Pro-HT,LIB-MJ306-B7,LIB00083,B,7,0.64248,ILLUMINA-DNA-PREP.V2,LIB-MJ306-B7_01
MFD04176,SAMN39868534,P08_1,EXT-MJ224-G4,EXT-MJ224-G4,EXT00075,G,4,12.04,PowerSoil-Pro-HT,LIB-MJ231-G4,LIB00075,G,4,1.26,ILLUMINA-DNA-PREP.V2,LIB-MJ231-G4_04
MFD04177,SAMN39868535,P08_1,EXT-MJ186-H10,EXT-MJ186-H10,EXT00057,H,10,21.35,PowerSoil-Pro-HT,LIB-MJ198-H10,LIB00057,H,10,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ198-H10_03
MFD04179,SAMN39868536,P09_1,EXT-MJ186-E9,EXT-MJ186-E9,EXT00057,E,9,18.07,PowerSoil-Pro-HT,LIB-MJ198-E9,LIB00057,E,9,1,ILLUMINA-DNA-PREP.V2,LIB-MJ198-E9_03
MFD04180,SAMN39868537,P08_1,EXT-MJ186-G7,EXT-MJ186-G7,EXT00057,G,7,10.7,PowerSoil-Pro-HT,LIB-MJ198-G7,LIB00057,G,7,0.49,ILLUMINA-DNA-PREP.V2,LIB-MJ198-G7_03
MFD04181,SAMN39868538,P05_1,EXT-MJ348-H8,EXT-MJ348-H8,EXT00111,H,8,0,PowerSoil-Pro-HT,LIB-MJ352-H8,LIB00111,H,8,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ352-H8_03
MFD04182,SAMN39868539,P08_1,EXT-MJ185-G9,EXT-MJ185-G9,EXT00056,G,9,48.46,PowerSoil-Pro-HT,LIB-MJ197-G9,LIB00056,G,9,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ197-G9_03
MFD04183,SAMN39868540,P08_1,EXT-MJ181-D11,EXT-MJ181-D11,EXT00052,D,11,39.88,PowerSoil-Pro-HT,LIB-MJ193-D11,LIB00052,D,11,1.08,ILLUMINA-DNA-PREP.V2,LIB-MJ193-D11_01
MFD04184,SAMN39868541,P08_1,EXT-MJ242-G5,EXT-MJ242-G5,EXT00085,G,5,7,PowerSoil-Pro-HT,LIB-MJ259-G5,LIB00085,G,5,0.87,ILLUMINA-DNA-PREP.V2,LIB-MJ259-G5_04
MFD04185,SAMN39868542,P08_1,EXT-MJ188-D5,EXT-MJ188-D5,EXT00059,D,5,51.97,PowerSoil-Pro-HT,LIB-MJ200-D5,LIB00059,D,5,1.07,ILLUMINA-DNA-PREP.V2,LIB-MJ200-D5_04
MFD04186,SAMN39868543,P08_1,EXT-MJ221-F11,EXT-MJ221-F11,EXT00072,F,11,41.57,PowerSoil-Pro-HT,LIB-MJ228-F11,LIB00072,F,11,0.97,ILLUMINA-DNA-PREP.V2,LIB-MJ228-F11_01
MFD04187,SAMN39868544,P08_1,EXT-MJ241-G3,EXT-MJ241-G3,EXT00084,G,3,16.44,PowerSoil-Pro-HT,LIB-MJ307-G3,LIB00084,G,3,1.2536,ILLUMINA-DNA-PREP.V2,LIB-MJ307-G3_01
MFD04188,SAMN39868545,P05_1,EXT-MJ223-H1,EXT-MJ223-H1,EXT00074,H,1,7.03,PowerSoil-Pro-HT,LIB-MJ230-H1,LIB00074,H,1,0.08,ILLUMINA-DNA-PREP.V2,LIB-MJ230-H1_03
MFD04188,SAMN39868545,P05_1,EXT-MJ391-B11,EXT-MJ223-H1,REPREP1,B,11,5.69,PowerSoil-Pro-HT,LIB-MJ402-B11,REPREP1,B,11,0.751657366,ILLUMINA-DNA-PREP.V2,LIB-MJ402-B11_04
MFD04189,SAMN39868546,P08_1,EXT-MJ189-C12,EXT-MJ189-C12,EXT00060,C,12,13.55,PowerSoil-Pro-HT,LIB-MJ201-C12,LIB00060,C,12,0.24,ILLUMINA-DNA-PREP.V2,LIB-MJ201-C12_03
MFD04190,SAMN39868547,P17_1,EXT-MJ208-C9,EXT-MJ208-C9,EXT00065,C,9,32.89,PowerSoil-Pro-HT,LIB-MJ214-C9,LIB00065,C,9,2.19,ILLUMINA-DNA-PREP.V2,LIB-MJ214-C9_02
MFD04191,SAMN39868548,P17_1,EXT-MJ321-A1,EXT-MJ321-A1,EXT00100,A,1,5.63,PowerSoil-Pro-HT,LIB-MJ337-A1,LIB00100,A,1,0.02289,ILLUMINA-DNA-PREP.V2,LIB-MJ337-A1_03
MFD04191,SAMN39868548,P17_1,EXT-MJ393-A1,EXT-MJ321-A1,REPREP3,A,1,3.21,PowerSoil-Pro-HT,LIB-MJ404-A1,REPREP3,A,1,0.81,ILLUMINA-DNA-PREP.V2,LIB-MJ404-A1_03
MFD04192,SAMN39868549,P05_1,EXT-MJ224-B3,EXT-MJ224-B3,EXT00075,B,3,0.01,PowerSoil-Pro-HT,LIB-MJ231-B3,LIB00075,B,3,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ231-B3_04
MFD04192,SAMN39868549,P05_1,EXT-MJ397-A12,EXT-MJ224-B3,REPREP7,A,12,0,PowerSoil-Pro-HT,LIB-MJ408-A12,REPREP7,A,12,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ408-A12_04
MFD04193,SAMN39874935,P08_1,EXT-MJ375-D8,EXT-MJ375-D8,EXT00120,D,8,16.66,PowerSoil-Pro-HT,LIB-MJ386-D8,LIB00120,D,8,0.2,ILLUMINA-DNA-PREP.V2,LIB-MJ386-D8_04
MFD04194,SAMN39868550,P17_1,EXT-MJ329-G4,EXT-MJ329-G4,EXT00107,G,4,106.5,PowerSoil-Pro-HT,LIB-MJ344-G4,LIB00107,G,4,1.73715,ILLUMINA-DNA-PREP.V2,LIB-MJ344-G4_04
MFD04195,SAMN39868551,P09_1,EXT-MJ239-E6,EXT-MJ239-E6,EXT00082,E,6,0,PowerSoil-Pro-HT,LIB-MJ256-E6,LIB00082,E,6,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ256-E6_03
MFD04196,SAMN39868552,P10_2,EXT-MJ348-B4,EXT-MJ348-B4,EXT00111,B,4,15.6,PowerSoil-Pro-HT,LIB-MJ352-B4,LIB00111,B,4,1.2,ILLUMINA-DNA-PREP.V2,LIB-MJ352-B4_03
MFD04197,SAMN39868553,P09_1,EXT-MJ222-H9,EXT-MJ222-H9,EXT00073,H,9,2.16,PowerSoil-Pro-HT,LIB-MJ229-H9,LIB00073,H,9,0.55,ILLUMINA-DNA-PREP.V2,LIB-MJ229-H9_03
MFD04198,SAMN39868554,P08_1,EXT-MJ189-E1,EXT-MJ189-E1,EXT00060,E,1,47.42,PowerSoil-Pro-HT,LIB-MJ201-E1,LIB00060,E,1,0.21,ILLUMINA-DNA-PREP.V2,LIB-MJ201-E1_03
MFD04199,SAMN39868555,P08_1,EXT-MJ178-E4,EXT-MJ178-E4,EXT00049,E,4,43.3,PowerSoil-Pro-HT,LIB-MJ190-E4,LIB00049,E,4,1.77,ILLUMINA-DNA-PREP.V2,LIB-MJ190-E4_02
MFD04200,SAMN39868556,P08_1,EXT-MJ179-E7,EXT-MJ179-E7,EXT00050,E,7,12.28,PowerSoil-Pro-HT,LIB-MJ191-E7,LIB00050,E,7,1.54,ILLUMINA-DNA-PREP.V2,LIB-MJ191-E7_04
MFD04201,SAMN39868557,P08_1,EXT-MJ179-B8,EXT-MJ179-B8,EXT00050,B,8,51.47,PowerSoil-Pro-HT,LIB-MJ191-B8,LIB00050,B,8,1.23,ILLUMINA-DNA-PREP.V2,LIB-MJ191-B8_04
MFD04202,SAMN39868558,P08_1,EXT-MJ178-A5,EXT-MJ178-A5,EXT00049,A,5,25.4,PowerSoil-Pro-HT,LIB-MJ190-A5,LIB00049,A,5,0.89,ILLUMINA-DNA-PREP.V2,LIB-MJ190-A5_02
MFD04203,SAMN39868559,P08_1,EXT-MJ180-B3,EXT-MJ180-B3,EXT00051,B,3,14.19,PowerSoil-Pro-HT,LIB-MJ192-B3,LIB00051,B,3,0.49,ILLUMINA-DNA-PREP.V2,LIB-MJ192-B3_04
MFD04204,SAMN39868560,P08_1,EXT-MJ221-C7,EXT-MJ221-C7,EXT00072,C,7,22.31,PowerSoil-Pro-HT,LIB-MJ228-C7,LIB00072,C,7,1.53,ILLUMINA-DNA-PREP.V2,LIB-MJ228-C7_01
MFD04205,SAMN39868561,P08_1,EXT-MJ239-D3,EXT-MJ239-D3,EXT00082,D,3,13.33,PowerSoil-Pro-HT,LIB-MJ256-D3,LIB00082,D,3,0.56,ILLUMINA-DNA-PREP.V2,LIB-MJ256-D3_03
MFD04206,SAMN39868562,P05_2,EXT-MJ220-E10,EXT-MJ220-E10,EXT00071,E,10,3.13,PowerSoil-Pro-HT,LIB-MJ227-E10,LIB00071,E,10,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ227-E10_02
MFD04207,SAMN39868563,P09_1,EXT-MJ238-F4,EXT-MJ238-F4,EXT00081,F,4,1.39,PowerSoil-Pro-HT,LIB-MJ255-F4,LIB00081,F,4,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ255-F4_02
MFD04208,SAMN39868564,P08_1,EXT-MJ181-D5,EXT-MJ181-D5,EXT00052,D,5,47.9,PowerSoil-Pro-HT,LIB-MJ193-D5,LIB00052,D,5,1.99,ILLUMINA-DNA-PREP.V2,LIB-MJ193-D5_01
MFD04209,SAMN39868565,P17_1,EXT-MJ327-E5,EXT-MJ327-E5,EXT00105,E,5,81.97,PowerSoil-Pro-HT,LIB-MJ342-E5,LIB00105,E,5,1.81603,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E5_02
MFD04210,SAMN39868566,P08_1,EXT-MJ219-F6,EXT-MJ219-F6,EXT00070,F,6,18.13,PowerSoil-Pro-HT,LIB-MJ226-F6,LIB00070,F,6,0.82,ILLUMINA-DNA-PREP.V2,LIB-MJ226-F6_01
MFD04211,SAMN39868567,P17_1,EXT-MJ219-A7,EXT-MJ219-A7,EXT00070,A,7,27.39,PowerSoil-Pro-HT,LIB-MJ226-A7,LIB00070,A,7,0.86,ILLUMINA-DNA-PREP.V2,LIB-MJ226-A7_01
MFD04212,SAMN39868568,P08_1,EXT-MJ237-D6,EXT-MJ237-D6,EXT00080,D,6,0.41,PowerSoil-Pro-HT,LIB-MJ254-D6,LIB00080,D,6,0.12,ILLUMINA-DNA-PREP.V2,LIB-MJ254-D6_02
MFD04213,SAMN39868569,P08_1,EXT-MJ239-A1,EXT-MJ239-A1,EXT00082,A,1,46.36,PowerSoil-Pro-HT,LIB-MJ256-A1,LIB00082,A,1,0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ256-A1_03
MFD04213,SAMN39868569,P08_1,EXT-MJ399-D4,EXT-MJ239-A1,REPREP9,D,4,27.95,PowerSoil-Pro-HT,LIB-MJ410-D4,REPREP9,D,4,0.99,ILLUMINA-DNA-PREP.V2,LIB-MJ410-D4_02
MFD04215,SAMN39868570,P08_1,EXT-MJ242-H6,EXT-MJ242-H6,EXT00085,H,6,4.97,PowerSoil-Pro-HT,LIB-MJ259-H6,LIB00085,H,6,0.59,ILLUMINA-DNA-PREP.V2,LIB-MJ259-H6_04
MFD04216,SAMN39868571,P09_1,EXT-MJ186-E8,EXT-MJ186-E8,EXT00057,E,8,2.53,PowerSoil-Pro-HT,LIB-MJ198-E8,LIB00057,E,8,0.32,ILLUMINA-DNA-PREP.V2,LIB-MJ198-E8_03
MFD04217,SAMN39868572,P10_2,EXT-MJ377-H3,EXT-MJ377-H3,EXT00122,H,3,0.94,PowerSoil-Pro-HT,LIB-MJ388-H3,LIB00122,H,3,0.17,ILLUMINA-DNA-PREP.V2,LIB-MJ388-H3_02
MFD04218,SAMN39868573,P17_1,EXT-MJ221-G2,EXT-MJ221-G2,EXT00072,G,2,52.41,PowerSoil-Pro-HT,LIB-MJ228-G2,LIB00072,G,2,0.69,ILLUMINA-DNA-PREP.V2,LIB-MJ228-G2_01
MFD04219,SAMN39868574,P05_2,EXT-MJ222-G4,EXT-MJ222-G4,EXT00073,G,4,0.15,PowerSoil-Pro-HT,LIB-MJ229-G4,LIB00073,G,4,0.91,ILLUMINA-DNA-PREP.V2,LIB-MJ229-G4_03
MFD04220,SAMN39868575,P10_2,EXT-MJ348-D11,EXT-MJ348-D11,EXT00111,D,11,20.96,PowerSoil-Pro-HT,LIB-MJ352-D11,LIB00111,D,11,1.4,ILLUMINA-DNA-PREP.V2,LIB-MJ352-D11_03
MFD04221,SAMN39868576,P17_1,EXT-MJ224-D7,EXT-MJ224-D7,EXT00075,D,7,61.42,PowerSoil-Pro-HT,LIB-MJ231-D7,LIB00075,D,7,2.17,ILLUMINA-DNA-PREP.V2,LIB-MJ231-D7_04
MFD04222,SAMN39868577,P08_1,EXT-MJ188-C12,EXT-MJ188-C12,EXT00059,C,12,21.44,PowerSoil-Pro-HT,LIB-MJ200-C12,LIB00059,C,12,0.13,ILLUMINA-DNA-PREP.V2,LIB-MJ200-C12_04
MFD04223,SAMN39868578,P05_1,EXT-MJ224-H6,EXT-MJ224-H6,EXT00075,H,6,11.99,PowerSoil-Pro-HT,LIB-MJ231-H6,LIB00075,H,6,0.97,ILLUMINA-DNA-PREP.V2,LIB-MJ231-H6_04
MFD04224,SAMN39868579,P08_1,EXT-MJ187-E3,EXT-MJ187-E3,EXT00058,E,3,84.94,PowerSoil-Pro-HT,LIB-MJ199-E3,LIB00058,E,3,1.79,ILLUMINA-DNA-PREP.V2,LIB-MJ199-E3_04
MFD04225,SAMN39868580,P05_1,EXT-MJ223-G6,EXT-MJ223-G6,EXT00074,G,6,0.49,PowerSoil-Pro-HT,LIB-MJ230-G6,LIB00074,G,6,0.56,ILLUMINA-DNA-PREP.V2,LIB-MJ230-G6_03
MFD04226,SAMN39868581,P10_2,EXT-MJ240-E10,EXT-MJ240-E10,EXT00083,E,10,7.96,PowerSoil-Pro-HT,LIB-MJ306-E10,LIB00083,E,10,1.09267,ILLUMINA-DNA-PREP.V2,LIB-MJ306-E10_01
MFD04227,SAMN39868582,P08_1,EXT-MJ237-H9,EXT-MJ237-H9,EXT00080,H,9,16.76,PowerSoil-Pro-HT,LIB-MJ254-H9,LIB00080,H,9,0.52,ILLUMINA-DNA-PREP.V2,LIB-MJ254-H9_02
MFD04228,SAMN39868583,P05_2,EXT-MJ221-A2,EXT-MJ221-A2,EXT00072,A,2,13.26,PowerSoil-Pro-HT,LIB-MJ228-A2,LIB00072,A,2,0.3,ILLUMINA-DNA-PREP.V2,LIB-MJ228-A2_01
MFD04229,SAMN39868584,P08_1,EXT-MJ187-D8,EXT-MJ187-D8,EXT00058,D,8,44.43,PowerSoil-Pro-HT,LIB-MJ199-D8,LIB00058,D,8,2.41,ILLUMINA-DNA-PREP.V2,LIB-MJ199-D8_04
MFD04230,SAMN39868585,P05_1,EXT-MJ224-D8,EXT-MJ224-D8,EXT00075,D,8,7.02,PowerSoil-Pro-HT,LIB-MJ231-D8,LIB00075,D,8,1.34,ILLUMINA-DNA-PREP.V2,LIB-MJ231-D8_04
MFD04231,SAMN39868586,P05_1,EXT-MJ223-D5,EXT-MJ223-D5,EXT00074,D,5,17.11,PowerSoil-Pro-HT,LIB-MJ230-D5,LIB00074,D,5,1.83,ILLUMINA-DNA-PREP.V2,LIB-MJ230-D5_03
MFD04232,SAMN39868587,P05_1,EXT-MJ222-D11,EXT-MJ222-D11,EXT00073,D,11,41.5,PowerSoil-Pro-HT,LIB-MJ229-D11,LIB00073,D,11,1.6,ILLUMINA-DNA-PREP.V2,LIB-MJ229-D11_03
MFD04233,SAMN39868588,P08_1,EXT-MJ239-B1,EXT-MJ239-B1,EXT00082,B,1,53.42,PowerSoil-Pro-HT,LIB-MJ256-B1,LIB00082,B,1,0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ256-B1_03
MFD04233,SAMN39868588,P08_1,EXT-MJ399-E4,EXT-MJ239-B1,REPREP9,E,4,32.28,PowerSoil-Pro-HT,LIB-MJ410-E4,REPREP9,E,4,0.64,ILLUMINA-DNA-PREP.V2,LIB-MJ410-E4_02
MFD04234,SAMN39868589,P08_1,EXT-MJ161-H2,EXT-MJ161-H2,EXT00045,H,2,39.15,PowerSoil-Pro-HT,LIB-MJ174-H2,LIB00045,H,2,0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ174-H2_01
MFD04234,SAMN39868589,P08_1,EXT-MJ396-G8,EXT-MJ161-H2,REPREP6,G,8,27.89,PowerSoil-Pro-HT,LIB-MJ407-G8,REPREP6,G,8,0.837026734,ILLUMINA-DNA-PREP.V2,LIB-MJ407-G8_04
MFD04235,SAMN39868590,P08_1,EXT-MJ185-E4,EXT-MJ185-E4,EXT00056,E,4,7.68,PowerSoil-Pro-HT,LIB-MJ197-E4,LIB00056,E,4,0.5,ILLUMINA-DNA-PREP.V2,LIB-MJ197-E4_03
MFD04236,SAMN39868591,P10_2,EXT-MJ246-H4,EXT-MJ246-H4,EXT00087,H,4,10.67,PowerSoil-Pro-HT,LIB-MJ261-H4,LIB00087,H,4,0.15,ILLUMINA-DNA-PREP.V2,LIB-MJ261-H4_01
MFD04237,SAMN39868592,P17_1,EXT-MJ220-C6,EXT-MJ220-C6,EXT00071,C,6,39.46,PowerSoil-Pro-HT,LIB-MJ227-C6,LIB00071,C,6,1.37,ILLUMINA-DNA-PREP.V2,LIB-MJ227-C6_02
MFD04238,SAMN39868593,P17_1,EXT-MJ220-E9,EXT-MJ220-E9,EXT00071,E,9,36.37,PowerSoil-Pro-HT,LIB-MJ227-E9,LIB00071,E,9,1.3,ILLUMINA-DNA-PREP.V2,LIB-MJ227-E9_02
MFD04239,SAMN39868594,P17_1,EXT-MJ222-B12,EXT-MJ222-B12,EXT00073,B,12,61.29,PowerSoil-Pro-HT,LIB-MJ229-B12,LIB00073,B,12,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ229-B12_03
MFD04240,SAMN39868595,P08_1,EXT-MJ181-C1,EXT-MJ181-C1,EXT00052,C,1,43.36,PowerSoil-Pro-HT,LIB-MJ193-C1,LIB00052,C,1,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ193-C1_01
MFD04241,SAMN39868596,P05_1,EXT-MJ222-D9,EXT-MJ222-D9,EXT00073,D,9,13.1,PowerSoil-Pro-HT,LIB-MJ229-D9,LIB00073,D,9,1.11,ILLUMINA-DNA-PREP.V2,LIB-MJ229-D9_03
MFD04242,SAMN39868597,P08_1,EXT-MJ160-A1,EXT-MJ160-A1,EXT00044,A,1,40.98,PowerSoil-Pro-HT,LIB-MJ173-A1,LIB00044,A,1,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ173-A1_01
MFD04243,SAMN39868598,P05_1,EXT-MJ224-F4,EXT-MJ224-F4,EXT00075,F,4,2.15,PowerSoil-Pro-HT,LIB-MJ231-F4,LIB00075,F,4,0.53,ILLUMINA-DNA-PREP.V2,LIB-MJ231-F4_04
MFD04244,SAMN39868599,P17_1,EXT-MJ224-D11,EXT-MJ224-D11,EXT00075,D,11,62.45,PowerSoil-Pro-HT,LIB-MJ231-D11,LIB00075,D,11,1.82,ILLUMINA-DNA-PREP.V2,LIB-MJ231-D11_04
MFD04245,SAMN39868600,P17_1,EXT-MJ224-E3,EXT-MJ224-E3,EXT00075,E,3,28.41,PowerSoil-Pro-HT,LIB-MJ231-E3,LIB00075,E,3,1.56,ILLUMINA-DNA-PREP.V2,LIB-MJ231-E3_04
MFD04246,SAMN39868601,P08_1,EXT-MJ188-E2,EXT-MJ188-E2,EXT00059,E,2,21.1,PowerSoil-Pro-HT,LIB-MJ200-E2,LIB00059,E,2,0.32,ILLUMINA-DNA-PREP.V2,LIB-MJ200-E2_04
MFD04247,SAMN39868602,P08_1,EXT-MJ178-H1,EXT-MJ178-H1,EXT00049,H,1,30.13,PowerSoil-Pro-HT,LIB-MJ190-H1,LIB00049,H,1,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ190-H1_02
MFD04247,SAMN39868602,P08_1,EXT-MJ399-E6,EXT-MJ178-H1,REPREP9,E,6,29.84,PowerSoil-Pro-HT,LIB-MJ410-E6,REPREP9,E,6,0.83,ILLUMINA-DNA-PREP.V2,LIB-MJ410-E6_02
MFD04248,SAMN39868603,P05_2,EXT-MJ219-C8,EXT-MJ219-C8,EXT00070,C,8,9.93,PowerSoil-Pro-HT,LIB-MJ226-C8,LIB00070,C,8,1.42,ILLUMINA-DNA-PREP.V2,LIB-MJ226-C8_01
MFD04249,SAMN39868604,P05_1,EXT-MJ222-E4,EXT-MJ222-E4,EXT00073,E,4,0.26,PowerSoil-Pro-HT,LIB-MJ229-E4,LIB00073,E,4,0.88,ILLUMINA-DNA-PREP.V2,LIB-MJ229-E4_03
MFD04250,SAMN39868605,P05_2,EXT-MJ219-A2,EXT-MJ219-A2,EXT00070,A,2,0.49,PowerSoil-Pro-HT,LIB-MJ226-A2,LIB00070,A,2,0.7,ILLUMINA-DNA-PREP.V2,LIB-MJ226-A2_01
MFD04251,SAMN39868606,P17_1,EXT-MJ221-E10,EXT-MJ221-E10,EXT00072,E,10,66.63,PowerSoil-Pro-HT,LIB-MJ228-E10,LIB00072,E,10,2.32,ILLUMINA-DNA-PREP.V2,LIB-MJ228-E10_01
MFD04252,SAMN39868607,P17_1,EXT-MJ220-A2,EXT-MJ220-A2,EXT00071,A,2,49.24,PowerSoil-Pro-HT,LIB-MJ227-A2,LIB00071,A,2,0.61,ILLUMINA-DNA-PREP.V2,LIB-MJ227-A2_02
MFD04253,SAMN39868608,P08_1,EXT-MJ186-C12,EXT-MJ186-C12,EXT00057,C,12,31.74,PowerSoil-Pro-HT,LIB-MJ198-C12,LIB00057,C,12,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ198-C12_03
MFD04254,SAMN39868609,P17_1,EXT-MJ212-B8,EXT-MJ212-B8,EXT00069,B,8,3.65,PowerSoil-Pro-HT,LIB-MJ218-B8,LIB00069,B,8,1.14,ILLUMINA-DNA-PREP.V2,LIB-MJ218-B8_04
MFD04255,SAMN39868610,P08_1,EXT-MJ186-C7,EXT-MJ186-C7,EXT00057,C,7,0.65,PowerSoil-Pro-HT,LIB-MJ198-C7,LIB00057,C,7,0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ198-C7_03
MFD04255,SAMN39868610,P08_1,EXT-MJ401-E10,EXT-MJ186-C7,REPREP11,E,10,0.38,PowerSoil-Pro-HT,LIB-MJ415-E10,REPREP11,E,10,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ415-E10_04
MFD04256,SAMN39868611,P05_1,EXT-MJ221-D6,EXT-MJ221-D6,EXT00072,D,6,7.83,PowerSoil-Pro-HT,LIB-MJ228-D6,LIB00072,D,6,1.53,ILLUMINA-DNA-PREP.V2,LIB-MJ228-D6_01
